id,word_id,word,mpfpm
01995dcd-9a22-7087-bc18-461495ab98f8,0199277e-fa96-7083-0eba-7b3bb5d716ea,a,28741.1
01995dcd-9a2f-700f-66d1-e40054a6425a,0199bf5b-43da-70f9-a85d-da2a47e29955,a.m.,7.84211
01995dcd-9a44-70fc-de64-588cb5e66235,019936a2-bd62-70d8-41c0-feb798d25430,aa,0.144224
01995dcd-9a4c-70e3-d376-d5c66090b1c6,019936ce-1672-707b-9781-bf3ae6d16480,aaa,0.144224
01995dcd-9a56-70cc-a9e9-9222f45fffdf,019936cd-6c93-70a6-000e-473844af9c00,aaron,0.961494
01995dcd-9a5d-705f-4021-e516bf7c2e71,019936a3-a14b-7039-9230-3a933242b2b5,ab,0.409032
01995dcd-9a6b-70ac-0b31-d79f96139fe1,01992796-4448-703e-83d5-a2a96a183be0,aback,0.888574
01995dcd-9a77-7087-0274-40e5b9f083c1,01992796-444d-70ad-c1bf-781a1d43f80f,abaft,0.141018
01995dcd-9a86-703c-e8d4-6ca3e9a47a79,01992798-6da1-70f4-d23e-c10cf9bab661,abandon,14.2001
01995dcd-9b6b-70ee-3c62-35e3d06ba4f5,0199279c-7adf-706e-545b-c9dcf32c0185,abandoned,21.3772
01995dcd-9b7a-70df-79c4-69c18c77b110,019927a0-8ca4-7072-9aae-97ecd770ab07,abandonment,4.71169
01995dcd-9b81-703c-ff48-6935d073cfb1,01992796-4452-7065-cdd0-adeea057d218,abase,0.352545
01995dcd-9b8f-7009-1c6f-d9ee1ecca3cc,0199279c-7af4-7061-cee5-0c91b0bda3f9,abasement,0.651406
01995dcd-9b98-7011-f490-f51798b4ba87,01992796-4456-7003-c7da-ef1ec6885615,abash,0.0705091
01995dcd-9bab-7075-b322-9275927db927,01992798-6dac-7091-6d6b-d2dbcf7d0296,abashed,0.423054
01995dcd-9bb8-7099-88df-c1298a3980d3,01992796-445b-706a-d3df-e4d88e3c85e5,abate,0.386099
01995dcd-9bc6-70a1-ac7b-61772f8716db,0199279c-7b14-70a8-22b2-16566c1d4c25,abatement,0.772197
01995dcd-9bd3-7006-8daf-c5ceb5218535,0199277f-a397-70d2-542f-ef1dc37c202f,abbe,0.144224
01995dcd-9bdd-707e-d5b1-f5b7b460c3af,01992796-4465-70af-3f2d-232a69919848,abbey,0.290449
01995dcd-9be8-7025-aae4-77a7de60494e,01992796-446d-709e-3e5e-1a6ccdbe4e4f,abbot,0.290449
01995dcd-9bf5-70a9-6601-d62c5a3c22f6,0199279e-914e-707a-b20d-2bb1f4b19af0,abbreviate,0.0705091
01995dcd-9bfe-7066-1e64-9bdc7cd6bb27,019927a0-8cc5-70a3-9a17-a6faefbee953,abbreviated,0.969703
01995dcd-9c0a-7093-6b5f-9be9bcf38bde,019927a2-49f5-709e-cb1f-38be0c04f0a6,abbreviation,0.431467
01995dcd-9c12-70b7-f8b5-a20b537b71c6,0199277f-0df5-7062-7b40-d25a4d745d75,abc,2.08091
01995dcd-9c19-708a-5f40-21e8250197f0,0199279a-5126-70e8-f616-8d7fd5abd93c,abdicate,0.0705091
01995dcd-9c21-70ed-d254-2de6f826d7c3,0199279e-915b-70ab-1d91-81d2977caadc,abdication,0.0705091
01995dcd-9c2a-704a-28ec-24f1489615a7,01992798-6df2-70b1-cef5-6002e988ed0b,abdomen,1.97986
01995dcd-9c35-7005-23a3-c5f26b410556,0199279c-7b42-70cc-a7dd-5c36fc4c86ba,abdominal,1.16179
01995dcd-9c3b-709e-1696-ac9afd24be4b,0199279c-7b4d-70d4-8e4b-cc1c266eb338,abduction,0.530822
01995dcd-9c40-703d-52e4-7eca79ff93df,01992796-4472-70a0-3425-1c1f4708548c,abeam,0.0705091
01995dcd-9c47-70a3-91ef-f9116be53a70,0199277f-a435-70a5-6f3e-e8cf522ef12b,abed,0.431467
01995dcd-9c4d-7083-40b9-db1f07cadcef,0199bf5b-4519-70e1-665a-91c62b861f07,abel,0.240374
01995dcd-9c53-7017-a5f6-e181e4f00447,0199279a-5178-70fb-8ed6-861d00a84b7c,aberdeen,0.480747
01995dcd-9c58-7058-e46d-73f883a4ac71,0199279a-517c-708f-54f9-e384ea096f10,aberrant,1.45224
01995dcd-9c5e-7033-adc7-dbf434293280,0199279e-919e-7014-dd15-d0d3b0f8c907,aberration,1.28308
01995dcd-9c65-70e8-0b7c-4f16844f021d,0199279a-5196-70dd-a6a9-5bcef254cc01,abeyance,1.13095
01995dcd-9c6a-708c-6659-8cb0ccee448a,01992796-4496-7075-8641-b4c2ad1c864c,abhor,1.5512
01995dcd-9c70-70e5-dc9f-87c6481699bc,0199279e-91a3-70c6-caa1-c90ad611d3ec,abhorrence,0.40062
01995dcd-9c78-70e0-2e45-d24bff1b8d6f,0199279c-7b87-7045-3743-a988abc1c699,abhorrent,0.505182
01995dcd-9c7e-7085-4ef6-e79f66248016,01992796-449b-70e8-a580-925b12472f17,abide,12.4732
01995dcd-9c88-70ee-642b-acda3fafac50,01992798-6e33-701f-fe99-06528abc0f19,abiding,4.69657
01995dcd-9c9c-708d-d275-d3c04828f03a,01992798-6e4a-7083-ef23-e4098373b943,ability,105.455
01995dcd-9ca2-7050-e37f-d5aad62d6264,01992797-19c8-70e3-abad-61dd305726b9,abject,1.39055
01995dcd-9caa-70ce-d9d6-a3ad79543b2d,0199279c-7b9f-7055-6b18-39d57df2437b,abjection,0.290449
01995dcd-9cb0-7030-697e-3aa9a024d7c5,0199279a-51b3-702f-6878-2241e1a38eda,abjectly,0.360958
01995dcd-9cb6-7057-65f4-9714a3f2d44b,01992797-19cd-702b-aee4-6b6dde12c08b,abjure,0.0705091
01995dcd-9cbe-70fe-1674-01ac57b17226,01992798-6e86-7016-f070-6193beffbebd,ablated,0.290449
01995dcd-9cc3-706b-a2ed-bad913d5ed26,0199279a-51f8-7072-d5d2-9c9823e81fe5,ablation,0.580897
01995dcd-9cc9-70f5-5ae0-560d411fd7d7,01992797-19dd-7058-e46b-6cdb068caab1,ablaze,3.07256
01995dcd-9ccf-70ac-da40-b1b37016205c,0199277f-a4a7-7064-36e0-c12679ea2b18,able,248.315
01995dcd-9cd4-706e-1009-fcd43074b324,0199277f-a4d2-70f8-8fe5-ce564453d52e,ably,1.10972
01995dcd-9ce0-709b-9e45-7da5c2dc0585,0199279a-5213-70a0-bdcf-d5bb299c940e,abnormal,7.7687
01995dcd-9ce6-7089-210b-d2fb734f320c,019927a0-8d86-70c4-6dd6-e6fd414ec5ed,abnormality,0.0705091
01995dcd-9cee-70a6-1a93-9017c2875f43,0199279e-9217-7001-22a9-e57eca78fa7c,abnormally,0.795131
01995dcd-9d03-7036-44b3-b46cfeb38684,0199bf5b-4571-70c8-d4cd-842c5319844d,abo,0.144224
01995dcd-9d09-7002-7f74-cb999d4584c6,01992797-19f3-70f5-b197-e1a1809d940d,aboard,39.3257
01995dcd-9d11-7051-4462-1e72e00a94c5,01992796-44b7-706f-7b1b-16205c6d0f04,abode,9.09817
01995dcd-9d17-701e-4604-434386d79f9a,01992798-6ea0-70d0-bc3c-f928e0e7e5c5,abolish,6.92302
01995dcd-9d1e-7023-e307-7846f4f5edc4,0199279c-7c03-7018-a5f4-d54cfd105a90,abolition,3.99719
01995dcd-9d24-700c-f297-1ac17711ee74,019927a2-4a3f-70f4-bedc-10bf8970959b,abolitionist,0.338523
01995dcd-9d2a-707c-11df-282e6c939d58,0199279e-9229-70c1-3add-a7aa60df3e9b,abominable,2.42295
01995dcd-9d30-70e2-6347-3e5e1f822b54,0199279e-922f-704b-a660-ec7ca8d53484,abominably,0.141018
01995dcd-9d36-7023-b51d-75f25aec8e03,0199279c-7c07-70c2-1c46-0b67df29317a,abominate,0.141018
01995dcd-9d3b-7064-ee7b-9ea662fabec6,019927a0-8da6-7042-4ebf-d2dddaaed82e,abomination,7.62549
01995dcd-9d45-70a4-e489-0065fab28eb1,0199279e-9267-705e-67e8-54eea8808a32,aboriginal,0.857727
01995dcd-9d4c-70cc-e823-fa7970c58a64,0199279c-7c0c-70d1-a6ce-12f181b1f2a8,aborigine,2.08121
01995dcd-9d54-7057-88a2-92f30d66d701,01992796-44ce-70e6-7492-7cba2db3f9c3,abort,6.02951
01995dcd-9d68-7081-8105-97e4adb993b7,0199279a-5253-7065-08f9-c5f062185358,abortion,9.94456
01995dcd-9d6f-70d9-18ef-621d6ecebc45,019927a0-8dbb-7002-c9e7-291a07d30dc7,abortionist,0.0480747
01995dcd-9d75-7022-deee-0f825c464ba6,0199279a-5259-70bd-ac26-bb36dba5aa62,abortive,0.98993
01995dcd-9d7c-705d-e14d-de729fc4f78a,01992797-1a20-7094-0356-a5362209c5bf,abound,2.67815
01995dcd-9d83-70ce-6695-b7d50599f1ea,0199279c-7c1f-7084-ed13-9bcd31903d81,abounding,1.23271
01995dcd-9d89-70be-f9a3-446d535bcef4,01992796-44d5-70e6-3350-f6df7bc877ff,about,2855.1
01995dcd-9d8f-705b-ed90-0b8578cb8d63,01992796-44f0-7093-e3b5-e24dd95933f1,above,332.359
01995dcd-9d96-7048-3e5e-1e7c11e543a3,0199bf5b-45d5-70f2-d554-24bb39edf914,above-mentioned,0.580897
01995dcd-9d9c-7064-0d16-4720cb969113,019927a0-8dc5-7089-2c40-bffdb1806b9b,aboveground,4.06768
01995dcd-9da3-70ab-209d-b2a521b834de,01992798-6ef3-7090-695c-94d157434bad,abraham,0.81727
01995dcd-9da9-70ba-06f4-b3a3147c338b,0199279a-5282-70cf-3bba-f082b91a596d,abrasive,0.480747
01995dcd-9e88-701d-f264-1f6ecbacfae1,0199279e-928e-7083-5830-e8f81fb62fcb,abreaction,0.290449
01995dcd-9e91-7075-a8ea-994178988eff,01992798-6eff-706b-267e-05a011751714,abreast,1.92337
01995dcd-9e99-7051-9b13-90994aaa7549,01992798-6f0c-7021-67a2-f4e083f22f17,abridge,0.0705091
01995dcd-9e9f-700f-7003-c0b6506e38cd,0199279a-529e-7015-2578-eb2d23296271,abridged,0.431467
01995dcd-9ea7-705b-61d5-0497e6baf189,019927a0-8dd7-702b-8412-d1dddfc743fd,abridgement,0.0705091
01995dcd-9eaf-70db-accb-f35efdda4be7,0199279e-9293-706a-b034-f326e3ff53a2,abridgment,0.290449
01995dcd-9eb5-70a5-85a8-bdb65899f3f7,01992797-1a2f-70d7-ed1b-c279190f04e7,abroad,50.6166
01995dcd-9ebd-70f8-f3d7-5d4b6207fee2,01992797-1a34-7078-a3c6-f988bd1c534b,abrupt,8.75634
01995dcd-9ec3-7071-8e76-a5d743c9286a,0199279a-52bc-7087-b907-f7bed3e50259,abruptly,14.4131
01995dcd-9ecb-709c-cf37-a5980657a121,0199279e-92d2-704d-2aeb-1bc486530d47,abruptness,0.713503
